name,battery,price,color,link,backResol,ID,frontResol,rom
"
                                      ,
                                    三星（SAMSUNG） 新品 三星 GALAXY S9/S9+ 全网通4G 三星港版手机 谜夜黑 港版s9 全网 64GB                ",,4819,"谜夜黑,夕雾紫,莱茵蓝",//item.jd.com/26215059003.html,,26215059003,无,
"
                                      ,
                                    SAMSUNG 【港版】三星Galaxy s8+/S9移动联通电信4G三网手机 双卡双待 s8+星夜黑 港版-128G(带发票-可联保)                ",3000mAh-3999mAh,5199,"s8+星夜黑,s8+幻紫灰,s8+珊瑚蓝,s8+瑰丽粉,s8+醇酒红,s8枫木金,s8幻紫灰,s8瑰丽粉,s9黑色,s9紫色,s9+黑色,s9+紫色,s9+蓝色",//item.jd.com/1996266686.html,1200万-1999万,1996266686,800万-1599万,4GB
"
                                    三星（SAMSUNG） Galaxy J3 （SM-J3300）手机 流沙金 全网通（3G+32G）                ",2000mAh-2999mAh,899,"流沙金,凝霜蓝,嫣霞粉,雪夜黑",//item.jd.com/21947234219.html,1200万-1999万,21947234219,500万-799万,3GB
"
                                    三星（SAMSUNG） C5Pro Galaxy（C5010） 碧湖蓝 全网通4G(4G+64G)                ",2000mAh-2999mAh,1696,"碧湖蓝,蔷薇粉,枫叶金,墨玉黑",//item.jd.com/11693728805.html,1200万-1999万,11693728805,1600万及以上,4GB
"
                                    三星（SAMSUNG） Galaxy C9 Pro（C9000） 墨玉黑 全网通6G+64G                ",4000mAh-5999mAh,2499,"蔷薇粉,墨玉黑,枫叶金",//item.jd.com/14149083337.html,1200万-1999万,14149083337,1600万及以上,6GB
"
                                    三星（SAMSUNG） 三星 Galaxy C9 pro（C9000）手机 蔷薇粉 全网通(6G+64G)                ",4000mAh-5999mAh,2228,"枫叶金,蔷薇粉,墨玉黑",//item.jd.com/11056931508.html,1200万-1999万,11056931508,1600万及以上,6GB
"
                                      ,
                                    SAMSUNG/三星 SCH-E339直板电信学生大声大字单卡老人手机 339电信版 三星E339                ",,199,,//item.jd.com/20109515573.html,,20109515573,,
"
                                      ,
                                    三星（Samsung）E-1220直板老人手机移动男女性小巧长待机大声大字 黑色                ",1200mAh以下,99,,//item.jd.com/1988259113.html,,1988259113,无,
"
                                    三星（SAMSUNG） Galaxy J3 （J3300）手机 流沙金 全网通 3GB+32GB                ",,975,"流沙金,雪夜黑,嫣霞粉,凝霜蓝",//item.jd.com/26715601453.html,1200万-1999万,26715601453,500万-799万,
"
                                      ,
                                    三星（Samsung）老人机直板男女款移动联通 E329电信3210移动 长待机老年人手机 电信版E329                ",1200mAh以下,188,"电信版E329,E3210移动联通版",//item.jd.com/1996161845.html,,1996161845,,
"
                                    三星（SAMSUNG） Galaxy C5（SM-C5000）移动联通电信4G手机 枫叶金 32G                ",2000mAh-2999mAh,1399,,//item.jd.com/26436200781.html,1200万-1999万,26436200781,800万-1599万,4GB
"
                                    三星（SAMSUNG） Galaxy C8（SM-C7100）手机 枫叶金 全网通 3GB+32GB                ",3000mAh-3999mAh,1478,"墨玉黑,枫叶金,蔷薇粉",//item.jd.com/26718353902.html,1200万-1999万,26718353902,1600万及以上,3GB
"
                                    三星（SAMSUNG） Galaxy J3（J3300） 手机 雪夜黑 全网通(3GB+32GB)                ",2000mAh-2999mAh,958,"流沙金,凝霜蓝,嫣霞粉,雪夜黑",//item.jd.com/26470072969.html,1200万-1999万,26470072969,500万-799万,3GB
"
                                    三星（SAMSUNG） GalaxyNote8（SM-N95006）6GB+64GB 谜夜黑                ",3000mAh-3999mAh,6988,"谜夜黑,旷野灰",//item.jd.com/26394070407.html,1200万-1999万,26394070407,800万-1599万,6GB
"
                                    三星（SAMSUNG） Galaxy Note8（SM-N9500）6GB+128GB 旷野灰                ",3000mAh-3999mAh,7388,"谜夜黑,旷野灰",//item.jd.com/26394716916.html,1200万-1999万,26394716916,800万-1599万,6GB
"
                                    三星（SAMSUNG） Galaxy C8（SM-C7108）移动4G+手机 枫叶金 3GB+32GB                ",3000mAh-3999mAh,1499,"墨玉黑,枫叶金,蔷薇粉",//item.jd.com/26718087949.html,1200万-1999万,26718087949,1600万及以上,3GB
"
                                    三星（SAMSUNG） Galaxy On5 2016版（G5510）青春版 手机 流沙金 全网通 2GB+16GB                ",2000mAh-2999mAh,878,,//item.jd.com/26471471221.html,1200万-1999万,26471471221,500万-799万,2GB
"
                                      ,
                                    三星（SAMSUNG） Galaxy S9+ 海外版 莱茵蓝 128 GB                ",,5988,"莱茵蓝,夕雾紫,迷夜黑",//item.jd.com/26439111391.html,,26439111391,,
"
                                      ,
                                    三星（Samsung）Galaxy J7 无锁手机 16GB/32GB 5.5英寸屏幕 32G                ",3000mAh-3999mAh,2599,,//item.jd.com/1993745622.html,1200万-1999万,1993745622,500万-799万,2GB
"
                                    三星（SAMSUNG） Galaxy Note8（SM-N9500） 4G智能手机 旷野灰 全网通(6GB +128GB )                ",3000mAh-3999mAh,7388,"星河蓝,旷野灰,谜夜黑",//item.jd.com/26660253515.html,1200万-1999万,26660253515,800万-1599万,6GB
"
                                      ,
                                    三星（SAMSUNG） Galaxy S9（SM-G9600/DS） 移动联通电 4GB+128GB 莱茵蓝                ",,6088,"4GB+128GB 莱茵蓝,4GB+128GB 夕雾紫,4GB+128GB 谜夜黑,4GB+64GB 夕雾紫,4GB+64GB 谜夜黑",//item.jd.com/26603732859.html,,26603732859,,
"
                                      ,
                                    三星（SAMSUNG）GALAXY S9 / S9+ 双曲屏面部虹膜识别手机 4G智能手机 S9 紫色 64G                ",,5028,"S9 紫色,S9 黑色,S9+ 紫色,S9+ 黑色,S9+ 蓝色",//item.jd.com/26263843056.html,,26263843056,,
"
                                    三星（SAMSUNG） Galaxy C8 手机（SM-C7100/SM-C7108） 蔷薇粉 SM-C7100/全网通 3GB+32GB                ",3000mAh-3999mAh,1518,"枫叶金,蔷薇粉,墨玉黑",//item.jd.com/26536209989.html,1200万-1999万,26536209989,1600万及以上,3GB
"
                                    三星（SAMSUNG） Galaxy S8+（SM-G9550） 绮梦金 全网通(4G+64G)                ",3000mAh-3999mAh,5499,"绮梦金,雾屿蓝,烟晶灰,谜夜黑",//item.jd.com/26665536782.html,1200万-1999万,26665536782,800万-1599万,4GB
"
                                    三星（SAMSUNG） 三星Galaxy J3（J3300） 手机 凝霜蓝 全网通(3GB +32GB )                ",,899,"流沙金,雪夜黑,凝霜蓝",//item.jd.com/26514839415.html,,26514839415,,
"
                                    三星（SAMSUNG） W2018 翻盖高端商务智能手机 全网通 尊铂（6GB+256GB）                ",2000mAh-2999mAh,23999,"雅金（6GB+64GB）,尊铂（6GB+256GB）",//item.jd.com/26609594292.html,1200万-1999万,26609594292,500万-799万,6GB
"
                                      ,
                                    三星（SAMSUNG） GALAXY  S8/S8+ 移动联通4G 双曲屏 防水手机 亮银 S8（4G+64G）美版官换单卡全网通4G                ",3000mAh-3999mAh,3188,"烟晶灰,绮梦金,瑰丽粉,谜夜黑,醇酒红,雾屿蓝,亮银",//item.jd.com/1991145669.html,1200万-1999万,1991145669,800万-1599万,4GB
"
                                    三星（SAMSUNG） 三星 Galaxy C7（SM-C7000）全网通4G手机 银色 4G+32G                ",,2399,"金色,粉色,银色,灰色",//item.jd.com/26261851407.html,,26261851407,,
"
                                    三星（SAMSUNG）Galaxy S8+（SM-G9550）4GB+64GB 谜夜黑 S8+ 4GB 64GB版                ",3000mAh-3999mAh,5499,"谜夜黑,烟晶灰",//item.jd.com/26386815552.html,1200万-1999万,26386815552,800万-1599万,4GB
"
                                    SAMSUNG 三星W2017翻盖4G智能手机 商务手机 双卡双待 W2017+尊崇黑 电信4G(4GB+64GB)                ",,9988,"W2017尊贵金,W2017+尊崇黑",//item.jd.com/22053407489.html,,22053407489,,
"
                                      ,
                                    三星（SAMSUNG） E-1220直板老人机 移动联通手机 学生 男女款小巧型 长待机 黑灰色                ",1200mAh以下,99,"黑橙色,黑灰色",//item.jd.com/1987551441.html,,1987551441,,
"
                                      ,
                                    三星（SAMSUNG） GALAXY S8/S8+手机 双曲屏 面部识别虹膜 智能手机 【秒杀】港版S8幻紫灰5.8寸【4G+64G】 官方标配                ",,3920,"【港版S8】枫木金5.8寸【4G+64G】,【港版S8】玫瑰粉5.8寸【4G+64G】,【港版S8】幻紫灰5.8寸【4G+64G】,【港版S8+】星夜黑6.2寸【4G+64G】,【港版S8+】珊瑚蓝6.2寸【4G+64G】,【港版S8+】幻紫灰6.2寸【4G+64G】,【港版S8+】幻夜黑6.2寸【6G+128G】,【港版S8+】珊瑚蓝6.2寸【6G+128G】,【港版S8+】幻紫灰6.2寸【6G+128G】,【港版S8+】玫瑰粉6.2寸【6G+128G】,【港版S8+】勃艮第红【6G+128G】,【海外版s8】 水晶银5.8寸【4G+64G】,【海外版幻】紫灰5.8寸【4G+64G】,【海外版S8+】珊瑚蓝6.2寸【4G+64G】预售,【海外版S8+】幻夜黑6.2寸【4G+64G】,【海外版S8+】水晶银6.2寸【4G+64G】,【海外版S8+】幻紫灰6.2寸【4G+64G】,【海外版S8】幻夜黑5.8寸【4G+64G】,【秒杀】港版S8幻紫灰5.8寸【4G+64G】,【秒杀】海外版S8幻紫灰5.8寸【4G+64G】,补差价 单拍不发货",//item.jd.com/25931477521.html,1200万-1999万,25931477521,800万-1599万,
"
                                    三星（SAMSUNG）Galaxy J3（J3300）移动联通电信4G手机双卡双待 流沙金                ",2000mAh-2999mAh,1399,"流沙金,雪夜黑",//item.jd.com/14774331027.html,1200万-1999万,14774331027,500万-799万,3GB
"
                                    三星（SAMSUNG） Galaxy S9（SM-G9600/DS）4GB+128GB 谜夜黑 4GB+128GB                ",3000mAh-3999mAh,6099,"谜夜黑,夕雾紫,莱茵蓝",//item.jd.com/26365405407.html,1200万-1999万,26365405407,800万-1599万,4GB
"
                                      ,
                                    三星（SAMSUNG） （ Galaxy S9SM-G9600）通4G手机双卡双待新品 夕雾紫 S9+(6GB+64GB)                ",3000mAh-3999mAh,7299,"谜夜黑,夕雾紫,莱茵蓝",//item.jd.com/26270824843.html,1200万-1999万,26270824843,无,4GB
"
                                      ,
                                    三星（SAMSUNG） 现货 三星 note 8 全面曲屏 移动联通电信4G手机 午夜黑 6GB+64GB 美版 单卡 全网通4G                ",3000mAh-3999mAh,4350,"午夜黑,深海蓝,旷野灰,枫叶金,樱花粉",//item.jd.com/18651914686.html,,18651914686,800万-1599万,6GB
"
                                      ,
                                    三星（SAMSUNG） 领世旗舰8 G9298 移动联通4G 双卡双待手机 黑色 4GB+64GB                ",2000mAh-2999mAh,12888,,//item.jd.com/1993797519.html,1200万-1999万,1993797519,500万-799万,4GB
"
                                      ,
                                    全球购 三星 Galaxy C7 Pro（C7010）全网通4G智能手机 枫叶金4G+64G标配                ",3000mAh-3999mAh,2599,"蔷薇粉4G+64G标配,苍海蓝4G+64G标配,枫叶金4G+64G标配",//item.jd.com/1980855279.html,1200万-1999万,1980855279,1600万及以上,4GB
"
                                    三星（SAMSUNG） C9 Pro（C9000）手机 枫叶金 全网通(6G RAM+64G ROM)标配                ",4000mAh-5999mAh,2399,,//item.jd.com/24551110491.html,1200万-1999万,24551110491,1600万及以上,6GB
"
                                      ,
                                    【eBay精选】三星Galaxy C7（C7000）全网通4G手机 64GB 蔷薇粉                ",2000mAh-2999mAh,2285,"烟雨灰,枫叶金,蔷薇粉",//item.jd.com/1968632247.html,,1968632247,,4GB
"
                                    三星  Galaxy Folder2 （G1650）移动联通4G手机 16G 碧玺红                ",1200mAh-1999mAh,1799,"帕托金,琉璃黑,碧玺红",//item.jd.com/26152260562.html,500万-1199万,26152260562,500万-799万,2GB
"
                                    三星（SAMSUNG） C9 Pro（C9000）双卡双待4G手机(6G+64G) 枫叶金                ",4000mAh-5999mAh,2699,"枫叶金,蔷薇粉,墨玉黑",//item.jd.com/12161620739.html,1200万-1999万,12161620739,1600万及以上,6GB
"
                                      ,
                                    三星 Galaxy C9 Pro（C9000）全网通4G手机 双卡双待 黑色                ",3000mAh-3999mAh,2999,"金色,粉色,黑色",//item.jd.com/1986895892.html,,1986895892,,6GB
"
                                    三星（SAMSUNG） 三星 Galaxy C9 pro（C9000）全网通4G智能手机 墨玉黑 6G+64G                ",,2499,"墨玉黑,蔷薇粉,枫叶金",//item.jd.com/26475064487.html,1200万-1999万,26475064487,1600万及以上,6GB
"
                                      ,
                                    小米（MI）红米2A 4G手机 双卡双待 移动4G增强版 白色 16G内存                ",1200mAh以下,598,"白色,黑色",//item.jd.com/1995504043.html,,1995504043,,
"
                                    三星（SAMSUNG） Galaxy S8（SM-G9500）移动联通电信4G 智能手机 星夜黑 4G+64G 标配                ",3000mAh-3999mAh,4999,"枫叶金,星夜黑,幻紫灰,芭比粉,雾屿蓝",//item.jd.com/12596504378.html,1200万-1999万,12596504378,800万-1599万,4GB
"
                                      ,
                                    三星 On7 2016（G6100）盖乐世全网通4G智能手机 双卡双待 5.5英寸金属机身 金色                ",,1699,"金色,粉色,黑色",//item.jd.com/1997817547.html,,1997817547,,
"
                                      ,
                                    三星（SAMSUNG） GALAXY S8/S8+手机 港版双卡全网通4G智能手机 黑色 港版 S8+(4G+128G)无联保凭证                ",3000mAh-3999mAh,5250,"金色 港版,紫灰色 港版,黑色 港版,蓝色 港版,粉色 港版",//item.jd.com/23194714415.html,500万-1199万,23194714415,1600万及以上,4GB
"
                                      ,
                                    SAMSUNG/三星 E329电信版老人机天翼CDMA电信手机直板大屏老年手机 黑色 官方标配                ",1200mAh以下,268,,//item.jd.com/1984559498.html,,1984559498,无,
"
                                      ,
                                    三星（SAMSUNG） 三星 2016版 Galaxy On7（G6100）3GB+32G 黑色                ",2000mAh-2999mAh,1799,"粉色,金色,黑色",//item.jd.com/23945703778.html,1200万-1999万,23945703778,500万-799万,3GB
"
                                      ,
                                    ulcool/优乐酷 V26卡片手机超薄迷你超小直板反智能袖珍备用移动老人机 玫瑰金                ",,299,"红色,银色,香槟金,玫瑰金,土豪金,蓝色,黑色",//item.jd.com/20603766805.html,,20603766805,,
"
                                      ,
                                    SAMSUNG 三星 Galaxy Note8 （SM-N9500）防水手机全网通港版 幻月灰 港版-64G(带发票-可联保)                ",3000mAh-3999mAh,5488,"幻月灰,星夜黑,深海蓝,樱花粉",//item.jd.com/22202996105.html,,22202996105,,6GB
"
                                      ,
                                    SAMSUNG 三星 GALAXY J5 PRIME (G5700) 4G智能手机 双卡 金色                ",2000mAh-2999mAh,1599,"金色,粉红色",//item.jd.com/1977343123.html,1200万-1999万,1977343123,500万-799万,2GB
"
                                      ,
                                    三星（SAMSUNG） 【现货速发】 三星  note 8 双摄 全面曲屏 智能4G手机 午夜黑 6GB+64GB 港版 双卡 全网通4G                ",3000mAh-3999mAh,5239,"午夜黑,深海蓝,旷野灰,枫叶金,樱花粉",//item.jd.com/1995168854.html,1200万-1999万,1995168854,800万-1599万,6GB
"
                                    三星（SAMSUNG） 三星 W2017 4G翻盖智能手机 黑色 电信4G(4GB RAM+64GB ROM)标准版                ",2000mAh-2999mAh,8988,"金色,黑色",//item.jd.com/11719099671.html,1200万-1999万,11719099671,500万-799万,4GB
"
                                    【电信赠费版】三星Galaxy S8（SM-G9500）4GB+64GB版 谜夜黑 移动联通电信4G手机 双卡双待                ",3000mAh-3999mAh,4999,"黑,金,雾屿蓝,灰",//item.jd.com/4753973.html,1200万-1999万,4753973,800万-1599万,4GB
"
                                    三星（SAMSUNG） W2018翻盖智能商务手机 至尊雅金 6GB+64GB                ",,13660,,//item.jd.com/23924527095.html,1200万-1999万,23924527095,500万-799万,6GB
"
                                    SAMSUNG 三星 Galaxy S8（SM-G9500）全网通手机 烟晶灰 4G+64G版                ",3000mAh-3999mAh,4789,"雾屿蓝,芭比粉,倚梦金,烟晶灰,谜夜黑",//item.jd.com/14678192024.html,,14678192024,800万-1599万,4GB
"
                                      ,
                                    三星（SAMSUNG） Galaxy J1 2016  双卡 简输手机 联通移动 8GB 金色 4G版 (J120FD)                ",2000mAh-2999mAh,1188,"白色,金色,黑色",//item.jd.com/1984148414.html,500万-1199万,1984148414,200万-499万,2GB以下
"
                                      ,
                                    三星 Galaxy C7 Pro（C7010）4G手机 双卡双待 蔷薇粉 4GB+64G全网通4G 高配                ",3000mAh-3999mAh,2799,"枫叶金,蔷薇粉,沧海蓝",//item.jd.com/1978932009.html,,1978932009,1600万及以上,4GB
"
                                      ,
                                    三星（SAMSUNG） 三星（Samsung）Galaxy J7 J700H 8GB 金色                ",2000mAh-2999mAh,1579,"金色,黑色,白色",//item.jd.com/1977548153.html,,1977548153,,3GB
"
                                      ,
                                    三星（SAMSUNG） 三星Samsung GalaxyS7 32GB G930F智能手机 白色                ",2000mAh-2999mAh,3541,"白色,银色",//item.jd.com/1979432136.html,1200万-1999万,1979432136,500万-799万,4GB
"
                                      ,
                                    三星（SAMSUNG） 三星 W2018 翻盖智能商务手机 通4G 雅金色 （6GB+64GB）                ",2000mAh-2999mAh,16129,"雅金色 （6GB+64GB）,典藏尊铂（6GB+256GB）",//item.jd.com/25980057630.html,1200万-1999万,25980057630,500万-799万,6GB
"
                                      ,
                                    三星 Galaxy Note8 双卡双待 移动联通4G手机 智能手机 大屏手机 港版 Note8 128GB 紫色                ",,6588,"Note8 64GB 紫色,Note8 128GB 黑色,Note8 128GB 紫色,Note8 128GB 蓝色,Note8 256GB 黑色",//item.jd.com/1999863463.html,,1999863463,,4GB
"
                                    SAMSUNG 三星S8 G9500 移动联通电信4G手机 双卡双待 谜夜黑 全网通(4G+64G)                ",3000mAh-3999mAh,4999,"勃垦第红,绮梦金,雾屿蓝,芭比粉,烟晶灰,谜夜黑",//item.jd.com/19751366998.html,,19751366998,800万-1599万,4GB
"
                                    三星（SAMSUNG） Galaxy J3 （J3300）全网通4G 智能手机 双卡双待 流沙金 (3GB RAM+32GB ROM)                ",2000mAh-2999mAh,945,"雪夜黑,嫣霞粉,凝霜蓝,流沙金",//item.jd.com/23697533454.html,1200万-1999万,23697533454,500万-799万,3GB
"
                                      ,
                                    三星（SAMSUNG）W2018 移动联通电信4G 翻盖智能商务智能手机 至尊雅金 6GB+64GB                ",2000mAh-2999mAh,16800,"至尊雅金 6GB+64GB,典藏尊铂 6GB+256GB",//item.jd.com/25866277276.html,1200万-1999万,25866277276,500万-799万,6GB
"
                                      ,
                                    三星（SAMSUNG） 三星 Galaxy On5（G5510）G5520 2GB+16GB 热售 粉色 G5510                ",2000mAh-2999mAh,1288,"粉色,金色",//item.jd.com/1978122565.html,1200万-1999万,1978122565,500万-799万,2GB
"
                                      ,
                                    全球购 三星 Galaxy C7（SM-C7000） 移动联通电信4G 蔷薇粉 (4GB RAM+64GB ROM)高配版                ",3000mAh-3999mAh,2599,"蔷薇粉,烟雨灰,皎洁银,枫叶金",//item.jd.com/1980862835.html,1200万-1999万,1980862835,800万-1599万,4GB
"
                                      ,
                                    三星（Samsung）Express 3 无锁智能手机 移动3G 联通4G LTE                 ",3000mAh-3999mAh,1088,,//item.jd.com/1988810196.html,500万以下,1988810196,500万-799万,2GB
"
                                      ,
                                    三星（SAMSUNG） 三星GalaxyNote5N9200双卡双待移动电信联通三网4G手机 金色 32G                ",2000mAh-2999mAh,3499,"金色,玫瑰金,雪白,银色",//item.jd.com/1978057286.html,,1978057286,,4GB
"
                                      ,
                                    SAMSUNG 三星 Galaxy S7 edge G9350 5.5英寸 双曲面屏幕 黑色                ",3000mAh-3999mAh,3688,"金色,银色,蓝色,玫瑰金色,黑色",//item.jd.com/1971329755.html,,1971329755,,4GB
"
                                    三星（SAMSUNG） Galaxy C8  移动联通电信4G手机  双卡双待 粉色 4GB+64GB                ",3000mAh-3999mAh,1799,"金色,黑色,粉色",//item.jd.com/23390356521.html,1200万-1999万,23390356521,1600万及以上,
"
                                      ,
                                    三星 S8 | S8+ plus 手机全视曲面屏无线充电 三防 双卡双待全网通4G智能手机 枫叶金 S8 64GB                ",3000mAh-3999mAh,4499,"枫叶金 S8,幻紫灰 S8,珊瑚蓝 S8,星夜黑 S8+,幻紫灰 S8+,珊瑚蓝 S8+",//item.jd.com/1985760184.html,1200万-1999万,1985760184,800万-1599万,4GB
"
                                    三星（SAMSUNG） Galaxy C5 Pro（C5010）手机 枫叶金 全网通(4G RAM+64G ROM)标配                ",2000mAh-2999mAh,1699,"枫叶金,碧湖蓝",//item.jd.com/24551518895.html,1200万-1999万,24551518895,1600万及以上,4GB
"
                                      ,
                                    三星（SAMSUNG） 三星GALAXYJ3Pro手机电信4G (J3119)全网通手机 灰色                ",2000mAh-2999mAh,1088,"灰色,金色",//item.jd.com/1989282968.html,,1989282968,1600万及以上,2GB
"
                                      ,
                                    三星（SAMSUNG） S9 | S9+  新款拍照手机 全视曲面屏 快速抓怕骁龙845 S8夕雾紫【4G运行内存】5.8英寸 64G                ",,5299,"S8迷夜黑 【4G运行内存】5.8英寸,S8夕雾紫【4G运行内存】5.8英寸,S8莱茵蓝【4G运行内存】5.8英寸,S8+迷夜黑【6G运行内存】6.2英寸,S8+夕雾紫【6G运行内存】6.2英寸,S8+莱茵蓝【6G运行内存】6.2英寸",//item.jd.com/26159663087.html,1200万-1999万,26159663087,800万-1599万,
"
                                    三星（SAMSUNG） 三星G9298 领世旗舰8 移动联通4G 手机  双卡双待 黑色 4GB+64GB                ",2000mAh-2999mAh,11478,,//item.jd.com/16846723488.html,1200万-1999万,16846723488,500万-799万,4GB
"
                                    三星（SAMSUNG） Galaxy Folder2 （G1650）4G翻盖手机 琉璃黑 全网通2G+16G                ",,1799,"碧玺红,琉璃黑,帕托金",//item.jd.com/26222409281.html,,26222409281,,
"
                                    三星（SAMSUNG） 大器3 （SM-G9092） 联通3G手机 双卡双待 名仕蓝 32G 官方标配                ",1200mAh-1999mAh,2898,,//item.jd.com/11545836531.html,1200万-1999万,11545836531,200万-499万,
"
                                      ,
                                    三星（SAMSUNG） 现货发货 三星 SAMSUNG Note8 智能4G手机 粉色 6GB+64G 港版                ",3000mAh-3999mAh,5288,"星夜黑,深海蓝,幻灰紫,粉色",//item.jd.com/1997133478.html,,1997133478,800万-1599万,6GB
"
                                      ,
                                    全球购 三星 Galaxy C5（SM-C5000）移动联通电信4G 蔷薇粉 全网通4GB+64GB标配                ",2000mAh-2999mAh,2088,"皎洁银,枫叶金,蔷薇粉,烟雨灰",//item.jd.com/1980861109.html,,1980861109,800万-1599万,4GB
"
                                      ,
                                    三星Galaxy Folder SM-G1600 翻盖手机 金色 2GB+16GB 全网通 金色                ",1200mAh-1999mAh,1799,,//item.jd.com/1980838689.html,,1980838689,500万-799万,2GB
"
                                    三星（SAMSUNG） Galaxy S7（G9300）手机 雪晶白 全网通 4GB+32GB                ",3000mAh-3999mAh,2769,"铂光金,星钻黑,雪晶白",//item.jd.com/18129566014.html,1200万-1999万,18129566014,500万-799万,4GB
"
                                    三星（SAMSUNG） （SAMSUNG）Galaxy C8（C7100）全网通4G手机 蔷薇粉 3G+32G                ",,1549,"枫叶金,墨玉黑,蔷薇粉",//item.jd.com/26006237115.html,,26006237115,,
"
                                      ,
                                    三星（Samsung）Glaxy S8/S8+ 64G 无锁 国际版 移动联通4G手机 银色 S8+                ",3000mAh-3999mAh,6699,"银色,磨砂蓝,香槟金,碳素黑,太空灰",//item.jd.com/1988820261.html,1200万-1999万,1988820261,800万-1599万,4GB
"
                                    三星（SAMSUNG） 三星 W2016 翻盖智能手机 双卡双待 尊贵金 电信4G标配版                ",2000mAh-2999mAh,4888,"尊贵金,尊崇银(2016+)",//item.jd.com/11719194292.html,1200万-1999万,11719194292,500万-799万,3GB
"
                                      ,
                                    三星（SAMSUNG） 三星 Galaxy J3 J3300 3G+32G全网通4G手机 蓝色 J3300全网通                ",,998,"金色,粉色,蓝色,黑色",//item.jd.com/20525108320.html,,20525108320,,
"
             
",,,,,,,,
